商品名称,地址,介绍,标签,总价（万元）,每平米价格（元）
日光里 2室1厅 南 北,日光里 - 鸿顺里街,2室1厅 | 69.44平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",150,21602
鸿雁里 3室2厅 南 北,鸿雁里 - 人民公园,3室2厅 | 85.46平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"VR房源,房本满五年,随时看房",65,7606
星河宽景洋房专利户型，一楼带C型大院带地下室带车位,星河荣御 - 张家窝,4室2厅 | 138.61平米 | 南 北 | 毛坯 | 低楼层(共7层)  | 板楼,"VR房源,房本满两年,随时看房",385,27776
北大全阳两室，楼层好采光视野好，房型规整，居住舒适,北大资源阅府 - 东丽湖,2室1厅 | 83.77平米 | 南 | 简装 | 中楼层(共33层)  | 板楼,"VR看装修,房本满两年,随时看房",71.8,8572
河西新房《精装三室》中间楼层《有车位》东边户无遮挡,天房美棠 - 陈塘庄,3室2厅 | 97.3平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,"VR房源,房本满两年,随时看房",372,38233
一楼适合老人居住  小区交通便利,艺术家园 - 瑞景居住区,2室2厅 | 99.09平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",220,22203
中高楼层，视野开阔，采光充足，保利自持物业,保利金融街诺丁山 - 张家窝,3室2厅 | 92.68平米 | 南 北 | 毛坯 | 中楼层(共8层)  | 板楼,"VR看装修,房本满两年,随时看房",184,19854
宝鑫两室低楼层，户型好，采光好,宝鑫景苑 - 北城路,2室1厅 | 88.82平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"VR房源,房本满五年,随时看房",87,9796
万隆花园 南北通透 二楼 采光好,万隆花园 - 万新街,2室2厅 | 73.87平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",142,19223
社会山南苑，满五年且唯一，自住装修中户，价格合适,社会山南苑 - 张家窝,3室2厅 | 92.15平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,"VR看装修,房本满两年,随时看房",161,17472
万科魅力之城兰雅苑 3室2厅 南 西 北,万科魅力之城兰雅苑 - 新立街,3室2厅 | 101.03平米 | 南 西 北 | 精装 | 高楼层(共14层)  | 板楼,"VR看装修,房本满五年,随时看房",203,20094
金华里精装修两室 轻轨旁 价格合适 看房方便随时可看,金华里(东丽区) - 张贵庄,2室1厅 | 72.29平米 | 南 西 | 精装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",104,14387
华亭国际小区中间位置 好楼层南北通透大两室 视野开阔,华亭国际 - 中北镇,2室2厅 | 91.34平米 | 南 北 | 简装 | 中楼层(共11层)  | 板塔结合,"VR房源,房本满五年,随时看房",181,19817
陶然庭苑高层 三室南北通透全明 有装修 有地下车位,陶然庭苑 - 二号桥街,3室1厅 | 92.06平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",239.5,26016
原筑南区，两室南北通透户型好，婚房装修装修，,原筑 - 潮阳大道,2室1厅 | 89.36平米 | 南 北 | 简装 | 中楼层(共18层)  | 板塔结合,"VR看装修,房本满两年,随时看房",103,11527
此房满五唯一，小区中间位置不临街，有地下室,社会山北苑 - 张家窝,3室2厅 | 93.99平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,"VR看装修,房本满两年,随时看房",178,18939
精装修 价格低 楼层好 南北通透的边户  满二唯一,润景家园 - 万新街,3室2厅 | 88.44平米 | 南 西 北 | 其他 | 中楼层(共18层)  | 板塔结合,"VR看装修,房本满两年,随时看房",176,19901
俯瞰津门、闹中取静、宜居养老、无遮挡带电梯,观云里 - 南营门街,2室1厅 | 67.74平米 | 西南 | 简装 | 高楼层(共28层)  | 板楼,"VR看装修,房本满五年,随时看房",310,45764
神州花园 出门地铁 南北通透 采光充足 海河边,神州花园 - 大直沽,3室1厅 | 134.13平米 | 南 北 | 简装 | 中楼层(共18层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",418,31164
海航城精装修大别墅   带地下室家具家电全给,天津海航城 - 宁河,4室3厅 | 247平米 | 南 北 | 精装 | 3层  | 暂无数据,"VR房源,房本满两年,随时看房",210,8503
洋房，一楼采光好，平层，私产过五年。,通达尚城 - 尖山,2室1厅 | 95.05平米 | 北 南 | 精装 | 低楼层(共4层)  | 板楼,"VR看装修,房本满五年,随时看房",360,37875
大别墅自己装修  没有出租过  过五年 随时办手续,招商钻石山 - 体育中心街,4室2厅 | 301.03平米 | 南 | 精装 | 3层  | 板楼 | 联排别墅 ,"VR房源,房本满五年,随时看房",1360,45179
南苑新上两居室，诚意出售看房方便。,阳光星期八昕旺南苑 - 向阳楼,2室1厅 | 88.67平米 | 西南 | 简装 | 中楼层(共27层)  | 板楼,"VR房源,房本满五年,随时看房",222,25037
花园式小区 心贻湾 全阳两室 精装修 拎包入住,心贻湾 - 工农村,2室1厅 | 88.05平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,"VR看装修,房本满五年,随时看房",116,13175
私产过两年，可贷款，诚意出售，看房提前联系，,景福里 - 挂甲寺,2室1厅 | 56.58平米 | 西 | 精装 | 高楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",214.5,37911
龙博花园 2楼H户型 满五年 无户口,龙博花园 - 小海地,2室1厅 | 94.64平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,"VR房源,房本满五年,随时看房",267,28213
房采光充足，视野宽阔，户型方正，出行便利此,天赋里 - 天塔街,1室1厅 | 25.26平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",92.7,36699
水墨兰庭精装H户型边户好楼层价钱可议随时看房,水墨兰庭 - 小站镇,2室1厅 | 90.51平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,"VR看装修,房本满两年,随时看房",80,8839
简单装修，拎包入住，全阳两室，阳光充足无遮挡,滨悦花园（远洋城2期） - 胡家园,2室1厅 | 83.82平米 | 南 | 精装 | 低楼层(共27层)  | 板楼,"VR看装修,房本满五年,随时看房",96,11454
私产双阳台 南北通透 中间楼层 视野好 私产,紫金南里 - 天塔街,2室1厅 | 59.37平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,"VR房源,房本满两年,随时看房",185,31161
津铁惠苑中等楼层过五年，津南区户口，电梯房，,津铁惠苑 - 小海地,2室1厅 | 91.4平米 | 南 | 精装 | 高楼层(共15层)  | 板楼,"VR房源,房本满两年,随时看房",192,21007
楼层适中，诚意出售，价格可议，通透两室。,荣翔园 - 北仓镇,2室1厅 | 73.91平米 | 东南 | 毛坯 | 高楼层(共24层)  | 塔楼,"VR看装修,房本满两年,随时看房",97,13125
爱家星河花园 正规两室 中高楼层 采光无遮挡,爱家星河花园 - 宁园,2室1厅 | 89.46平米 | 东南 | 简装 | 高楼层(共24层)  | 板楼,"VR房源,房本满五年,随时看房",223,24928
建新小区 户型 随时看房 价位可议商量,建新东里 - 二号桥街,2室1厅 | 60.1平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",85,14144
汇宝名苑 砖楼 1楼阳面一室  装修好看房方便,汇宝名苑 - 新开河,1室1厅 | 42.63平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",99,23224
此房中间楼层，采光充足，视野开阔，精装修，,宝境栖园 - 海滨,2室2厅 | 84.91平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,"VR看装修,房本满五年,随时看房",89,10482
怀安西里 1室1厅 东,怀安西里 - 万兴街,1室1厅 | 48.94平米 | 东 | 简装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",134,27381
阳面大一室 恩德里 诚心卖 方便看房签约,珠波里 - 越秀路,1室1厅 | 40.76平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR房源,房本满两年,随时看房",136,33367
环秀东里 1室1厅 南,环秀东里 - 万新村,1室1厅 | 23.58平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",60,25446
南华里南北通透的两室，看房提前联系，业主诚心出售。,南华里 - 下瓦房,2室1厅 | 59.45平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",235,39530
河西恩德里 私产房，南向普通装修，拎包入住,四新里 - 越秀路,1室1厅 | 38.28平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",140,36573
翠亨村86.9平，两室。197万。急卖,翠亨村B区 - 第三大街,2室1厅 | 86.9平米 | 东 | 简装 | 高楼层(共6层)  | 板楼,"VR房源,房本满五年,随时看房",197,22670
私产 满五唯一 业主诚心售卖 交通便利 出行方便,龙德里 - 万兴街,1室1厅 | 47.3平米 | 西 | 简装 | 中楼层(共13层)  | 板楼,"VR看装修,房本满五年,随时看房",163.9,34652
看房随时 价格可议 08年房龄 诚意出售 交通便利,红旗巷 - 二号桥街,1室1厅 | 62.4平米 | 东 | 精装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",86.5,13863
店长推荐 凤玉里阳面两居室 私产可贷款 采光充足,凤玉里 - 广开街,2室1厅 | 56.45平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",233,41276
此房老证，无尾款，楼层好，小区环境优美,金泰丽舍 - 黄庄,1室1厅 | 59.07平米 | 南 | 精装 | 中楼层(共26层)  | 板楼,"VR看装修,房本满五年,随时看房",105,17776
盛世睿园 满五唯一 随时看房 业主诚意出售,盛世睿园 - 体育中心,2室2厅 | 89.99平米 | 南 | 简装 | 高楼层(共23层)  | 塔楼,"VR看装修,房本满两年,随时看房",143,15891
轩宇嘉园 北辰次新房 xiqueH户型 有钥匙随时看 价可议,天物轩宇嘉园 - 天穆镇,2室2厅 | 95.93平米 | 南 北 | 毛坯 | 高楼层(共29层)  | 板楼,"VR看装修,房本满两年,随时看房",175,18243
此房老证，无尾款，楼层好，小区环境优美,金泰丽舍 - 黄庄,1室1厅 | 59.07平米 | 南 | 精装 | 中楼层(共26层)  | 板楼,"VR看装修,房本满五年,随时看房",105,17776
通风好  采光强  六层到顶小洋房,阳春里 - 大港,1室1厅 | 51平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",47,9216
中环线内低楼层双阳两室，全天采光无遮挡，私产随时看,长治里 - 万兴街,2室1厅 | 44.19平米 | 南 | 精装 | 中楼层(共5层)  | 塔楼,"近地铁,VR看装修,房本满五年,随时看房",142,32134
宇萃里 三楼 南北通透两室 私产 满五唯一 诚售！,宇萃里 - 王串场,2室1厅 | 64.15平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",152,23695
新上房源，业主诚心出售，楼层位置好，看房方便！！！,盛世郦园 - 保利金街,3室2厅 | 107.75平米 | 南 北 | 精装 | 中楼层(共24层)  | 板楼,"VR看装修,房本满五年,随时看房",220,20418
昕旺南苑两室全阳面户型，小区中间位置，婚房装修,阳光星期八昕旺南苑 - 向阳楼,2室1厅 | 100.71平米 | 南 | 简装 | 高楼层(共25层)  | 板楼,"VR房源,房本满五年,随时看房",255,25321
云锦世家洋房两室 小区环境好 毛坯未居住过 业主诚售,云锦世家 - 中北镇,2室1厅 | 89.37平米 | 南 北 | 毛坯 | 中楼层(共9层)  | 板楼,"VR看装修,房本满五年,随时看房",205,22939
采光好，房主诚心售卖，出房率高、小区环境优美,城际美景家园 - 双街,2室2厅 | 92.56平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",103,11128
此房私产过五年唯一，一层三户，诚心出售，出行方便,白云里 - 越秀路,1室1厅 | 40.43平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,"VR看装修,房本满五年,随时看房",132,32650
此房满五唯一，无尾款，视野开阔，采光充足。,保利海棠湾 - 保利金街,2室1厅 | 89.39平米 | 南 | 简装 | 低楼层(共24层)  | 板楼,"VR看装修,房本满五年,随时看房",188,21032
次顶层 视野采光好 精装修没住过 拎包入住,大唐印象唐雅苑 - 华明镇,2室1厅 | 72平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,"VR看装修,房本满两年,随时看房",110,15278
万科精装两室 保持不错采光好可以看湖 看房随时,揽城苑 - 东丽湖,2室1厅 | 92平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,"VR看装修,房本满两年,随时看房",95,10327
满五年，私产可贷款，业主诚心卖，看房方便,佳园南里 - 双环邨,1室1厅 | 40.62平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,"VR看装修,房本满五年,随时看房",76,18710
配套较齐 采光较好 业主诚意出售 干净整洁 看房方便,欣荣馨苑 - 唐家口,1室1厅 | 48.68平米 | 南 | 精装 | 低楼层(共24层)  | 塔楼,"VR看装修,房本满两年,随时看房",114,23419
中海国际公园城 3室2厅 南,中海国际公园城 - 八里台,3室2厅 | 103.47平米 | 南 | 毛坯 | 低楼层(共28层)  | 板塔结合,"VR看装修,房本满五年,随时看房",78,7539
上海道三楼 全明户型双阳台 两室  有钥匙看房方便,新会里 - 越秀路,2室1厅 | 57.2平米 | 东 南 西 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",208,36364
春和仁居  低楼层  采光好  通透全明两室,春和仁居 - 建昌道,2室2厅 | 100.34平米 | 南 北 | 简装 | 低楼层(共10层)  | 塔楼,"近地铁,VR看装修,房本满五年,随时看房",243,24218
云锦世家 高层二期 位置好 无遮挡 精装修,云锦世家 - 中北镇,2室1厅 | 86.09平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,"VR看装修,房本满两年,随时看房",189,21954
顺水园精装两室，满五唯一，看房方便,弘泽印象顺水园 - 梅江,2室1厅 | 89.43平米 | 南 北 | 精装 | 低楼层(共25层)  | 板楼,"VR看装修,房本满五年,随时看房",290,32428
新楼龄玉容花园南北通透  装修好  满五唯一  税费低,玉容花园 - 王串场,2室1厅 | 82.77平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",161.8,19549
远洋万和城 2室2厅 南 北,远洋万和城 - 大寺,2室2厅 | 93.67平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,"VR看装修,房本满两年,随时看房",230,24555
小区整体干净整洁，经典小户型，采光好,天欣花园 - 华明镇,1室1厅 | 57.11平米 | 西 南 | 简装 | 中楼层(共18层)  | 板楼,"VR看装修,房本满两年,随时看房",55,9631
兴泰西里 1室1厅 东,兴泰西里 - 万兴街,1室1厅 | 45.76平米 | 东 | 简装 | 中楼层(共7层)  | 板楼,"VR看装修,房本满五年,随时看房",127,27754
房子满五唯一，配套齐全，生活便利，通透的H户型，,天房美域豪庭 - 李七庄,2室1厅 | 100.3平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,"VR看装修,房本满五年,随时看房",299,29811
低楼层，适合老年人，价位可以商量，私产，配套完善,凤园南里 - 王顶堤,1室1厅 | 38.76平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,"近地铁,VR房源,房本满两年,随时看房",115,29670
新城大厦 电梯商品房 私产可贷款 楼层适中 交通便利,新城大厦 - 挂甲寺,2室1厅 | 75.13平米 | 西南 | 精装 | 中楼层(共24层)  | 塔楼,"近地铁,VR房源,房本满五年,随时看房",235,31280
空置 有钥匙 新装修 未住过 为了变现用钱,华润橡树湾仰润轩 - 华明镇,2室1厅 | 82平米 | 南 | 精装 | 低楼层(共16层)  | 板楼,"VR看装修,房本满两年,随时看房",125,15244
蓝月庭院   位置好  采光无遮挡 中等装修，拎包入住,蓝月庭苑 - 汉沽,2室1厅 | 76.92平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",58,7541
紫金南里中楼层南北通透一室，满五唯一税费低。,紫金南里 - 天塔街,1室1厅 | 39.93平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,"VR看装修,房本满五年,随时看房",135,33810
华富家园南区 中间楼层两居室 朝南 采光好,华富家园南区 - 华明镇,2室1厅 | 87.02平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,"VR看装修,房本满五年,随时看房",85,9768
恩德西里，私产过两年，采光好，好出租,恩德西里 - 越秀路,1室1厅 | 39.09平米 | 西 | 简装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",130,33257
贵山里   南北通透  小区配套齐全,贵山里 - 小海地,2室1厅 | 70.41平米 | 南 北 西 | 简装 | 6层  | 板楼,"VR看装修,房本满五年,随时看房",158,22440
新尚里 大两室 楼层好 价格好,新尚里 - 新港,2室1厅 | 65.97平米 | 南 | 毛坯 | 中楼层(共4层)  | 板楼,"VR看装修,房本满五年,随时看房",83,12582
延安楼 2室1厅 南 北,延安楼 - 向阳路,2室1厅 | 55.5平米 | 南 北 | 毛坯 | 中楼层(共5层)  | 板楼,"VR看装修,房本满五年,随时看房",140,25226
